Ontology ID	label	parent class	definition	definition cross reference	comment	comment cross reference	editors note	exact synonym	broad synonym	narrow synonym	related synonym	in subset	cross reference	subclass axiom	creation date	created by
	tree-associated environment	ENVO:01001001	An environmental system determined by a tree.	https://culturebotai.github.io/HabitatMech/pages/habitats/tree-associated-environment-habitatmech-bacdive-3192a0f47e.html			Requested by HabitatMech. Attested by BACDIVE with 872 upstream assertions across 1 source concept(s): Tree. The habitat is the host clade, and it is the entire content of the concept: GOLD and BacDive both organise host-associated isolates by host, and every downstream anatomical path hangs off it. HabitatMech deliberately does not ground these to plant-associated environment, because every clade would then merge onto one record and the distinction the sources are making would be lost. ENVO already has this shape at plant-, animal- and fungi-associated environment; this asks for the same pattern one level down. Parented to plant-associated environment rather than the organism root, since a tree is a plant.	Tree								
	mollusc-associated environment	ENVO:01001002	An animal-associated environment which is determined by a mollusc or by a part of a mollusc.	https://culturebotai.github.io/HabitatMech/pages/habitats/mollusc-associated-environment-habitatmech-gold-6acc0797e9.html			Requested by HabitatMech. Attested by GOLD with 784 upstream assertions across 1 source concept(s): Host-associated > Mollusca. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. Host taxon freed from NOT_APPLICABLE by #114.	Mollusca								
	invertebrate-associated environment	ENVO:01001002	An environmental system determined by an invertebrate.	https://culturebotai.github.io/HabitatMech/pages/habitats/invertebrate-associated-environment-habitatmech-gold-4d792ac724.html			Requested by HabitatMech. Attested by GOLD with 621 upstream assertions across 1 source concept(s): Host-associated > Invertebrates. The habitat is the host clade, and it is the entire content of the concept: GOLD and BacDive both organise host-associated isolates by host, and every downstream anatomical path hangs off it. HabitatMech deliberately does not ground these to animal-associated environment, because every clade would then merge onto one record and the distinction the sources are making would be lost. ENVO already has this shape at plant-, animal- and fungi-associated environment; this asks for the same pattern one level down. Invertebrate is a grade rather than a clade, but it is the grouping both sources use and the request records that rather than inventing a taxonomy they do not have.	Invertebrates								
	bovine-associated environment	ENVO:01001002	An animal-associated environment which is determined by a bovine.	https://culturebotai.github.io/HabitatMech/pages/habitats/bovine-associated-environment-habitatmech-bacdive-a4a67c4a7f.html			Requested by HabitatMech. Attested by BACDIVE with 619 upstream assertions across 1 source concept(s): Bovinae-Cow,-Cattle. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. BacDive's cattle host category.	Bovinae-Cow,-Cattle								
	crustacean-associated environment	ENVO:01001002	An environmental system determined by a crustacean.	https://culturebotai.github.io/HabitatMech/pages/habitats/crustacean-associated-environment-habitatmech-gold-2959225799.html			Requested by HabitatMech. Attested by GOLD with 598 upstream assertions across 1 source concept(s): Host-associated > Arthropoda: Crustaceans. The habitat is the host clade, and it is the entire content of the concept: GOLD and BacDive both organise host-associated isolates by host, and every downstream anatomical path hangs off it. HabitatMech deliberately does not ground these to animal-associated environment, because every clade would then merge onto one record and the distinction the sources are making would be lost. ENVO already has this shape at plant-, animal- and fungi-associated environment; this asks for the same pattern one level down.	Arthropoda: Crustaceans								
	myriapod-associated environment	ENVO:01001002	An environmental system determined by a myriapod.	https://culturebotai.github.io/HabitatMech/pages/habitats/myriapod-associated-environment-habitatmech-gold-2333d6225a.html			Requested by HabitatMech. Attested by GOLD with 569 upstream assertions across 1 source concept(s): Host-associated > Arthropoda: Myriapoda. The habitat is the host clade, and it is the entire content of the concept: GOLD and BacDive both organise host-associated isolates by host, and every downstream anatomical path hangs off it. HabitatMech deliberately does not ground these to animal-associated environment, because every clade would then merge onto one record and the distinction the sources are making would be lost. ENVO already has this shape at plant-, animal- and fungi-associated environment; this asks for the same pattern one level down.	Arthropoda: Myriapoda								
	suid-associated environment	ENVO:01001002	An animal-associated environment which is determined by a suid.	https://culturebotai.github.io/HabitatMech/pages/habitats/suid-associated-environment-habitatmech-bacdive-3a13ee8a57.html			Requested by HabitatMech. Attested by BACDIVE with 521 upstream assertions across 1 source concept(s): Suidae-Pig,Swine. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. The report's proposed genus was 'mammal-associated environment', which does not exist and is itself requested in this batch; parented to animal-associated environment until it does. Its first-listed genus CURIE was ENVO:00003042 piggery, which is the farm building rather than the host, and is not what the definition says.	Suidae-Pig,Swine								
	alga-associated environment	ENVO:01001000	An environmental system determined by an organism which is determined by an alga or by a part of an alga.	https://culturebotai.github.io/HabitatMech/pages/habitats/alga-associated-environment-habitatmech-gold-02383c20a7.html			Requested by HabitatMech. Attested by GOLD, MADIN with 482 upstream assertions across 1 source concept(s): Host-associated > Algae. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. Parented to the organism root rather than the plant one: algae are polyphyletic and not all of them are green plants.	Algae								
	microbe-associated environment	ENVO:01001000	An environmental system determined by a microorganism.	https://culturebotai.github.io/HabitatMech/pages/habitats/microbe-associated-environment-habitatmech-gold-184623c963.html			Requested by HabitatMech. Attested by GOLD with 465 upstream assertions across 1 source concept(s): Host-associated > Microbial. The habitat is the host clade, and it is the entire content of the concept: GOLD organises host-associated isolates by host and every anatomical path hangs off it. Not grounded to the parent, because every clade would then merge onto one record. Same pattern ENVO already has at plant-, animal- and fungi-associated environment. A microorganism as host for another microbe. ENVO's organism-determined branch has plant, animal and fungi children but nothing for a microbial host, which is the commonest host of all in this corpus's sources.	Microbial								
	sponge-associated environment	ENVO:01001176	An environment associated with an aquatic invertebrate which is determined by a sponge.	https://culturebotai.github.io/HabitatMech/pages/habitats/sponge-associated-environment-habitatmech-gold-64acf9132c.html			Requested by HabitatMech. Attested by GOLD with 413 upstream assertions across 1 source concept(s): Host-associated > Porifera. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. Parented to the aquatic-invertebrate term rather than to animal-associated environment, which the report identified as the more specific existing genus.	Porifera								
	caprine-associated environment	ENVO:01001002	An animal-associated environment which is determined by a sheep or a goat.	https://culturebotai.github.io/HabitatMech/pages/habitats/caprine-associated-environment-habitatmech-bacdive-4d3086a839.html			Requested by HabitatMech. Attested by BACDIVE with 412 upstream assertions across 1 source concept(s): Caprinae-Sheep/Goat. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. BacDive's label names both hosts and the mapping upstream dropped the sheep half, so the definition keeps both.	Caprinae-Sheep/Goat								
	lithic environmental material	ENVO:01000814	A solid environmental material which is a naturally occurring rock, mineral or evaporite deposit, or an excavation or void within one.	https://culturebotai.github.io/HabitatMech/pages/habitats/lithic-environmental-material-habitatmech-bacdive-bf10ea3ae4.html			Requested by HabitatMech. Attested by BACDIVE with 381 upstream assertions across 1 source concept(s): Geologic. Definition drafted from the record's deep-research report under research/habitats/ and read against it. BacDive's Geologic bin spans rock, sediment and subsurface voids; the definition names what they have in common rather than picking one member.	Geologic								
	canid-associated environment	ENVO:01001002	An animal-associated environment which is determined by a dog or other canid.	https://culturebotai.github.io/HabitatMech/pages/habitats/canid-associated-environment-habitatmech-bacdive-33fde10528.html			Requested by HabitatMech. Attested by BACDIVE with 344 upstream assertions across 1 source concept(s): Canidae-Dog. Definition follows the established <clade>-associated environment family for BacDive host buckets, whose naming rule the corpus already fixes: a -inae source label yields -ine (Bovinae-Cow,-Cattle -> bovine) and a -idae source label yields -id (Equidae-Horse -> equid, Leporidae-Rabbit/Hare -> leporid, Suidae-Pig,Swine -> suid). No deep-research run was commissioned: the genus, the wording pattern and the near-miss reasoning are already settled by those five siblings and by NCBITaxon, so a billed report would add nothing this slice turns on. Worded like the equid sibling because the source label names one vernacular host inside a wider family: NCBITaxon:9608 'Canidae' also covers foxes, wolves and jackals, so the definition must not silently narrow to the dog.	Canidae-Dog								
	internal tissue environment of an endothermic animal	ENVO:2100000	An anatomical entity environment which is determined by an internal organ, solid tissue or enclosed fluid compartment of an endothermic animal, lying beneath its epithelial barriers.	https://culturebotai.github.io/HabitatMech/pages/habitats/internal-tissue-environment-of-an-endothermic-animal-habitatmech-bacdive-319ac5f8f8.html			Requested by HabitatMech. Attested by MADIN with 341 upstream assertions across 1 source concept(s): host_animal_endotherm_intratissue. Definition drafted from the record's deep-research report under research/habitats/ and read against it. Parented to the anatomical-entity root. The report's first-listed genus CURIE was ENVO:08000002 'mouth environment', which is one specific site rather than the class its own definition names.	host_animal_endotherm_intratissue								
	murid-associated environment	ENVO:01001002	An animal-associated environment which is determined by a mouse or a rat.	https://culturebotai.github.io/HabitatMech/pages/habitats/murid-associated-environment-habitatmech-bacdive-ab17ecb10f.html			Requested by HabitatMech. Attested by BACDIVE with 325 upstream assertions across 1 source concept(s): Muridae-Mouse/Rat. Definition follows the established <clade>-associated environment family for BacDive host buckets, whose naming rule the corpus already fixes: a -inae source label yields -ine (Bovinae-Cow,-Cattle -> bovine) and a -idae source label yields -id (Equidae-Horse -> equid, Leporidae-Rabbit/Hare -> leporid, Suidae-Pig,Swine -> suid). No deep-research run was commissioned: the genus, the wording pattern and the near-miss reasoning are already settled by those five siblings and by NCBITaxon, so a billed report would add nothing this slice turns on. Worded like the leporid sibling because the source label names two vernacular hosts. Both are Muridae. This is also where the standing #43 finding is repaired in substance: the upstream xref NCBITaxon:10114 'Rattus' drops the mouse, and the definition does not.	Muridae-Mouse/Rat								
	nematode-associated environment	ENVO:01001002	An environmental system determined by a nematode.	https://culturebotai.github.io/HabitatMech/pages/habitats/nematode-associated-environment-habitatmech-gold-45a8229be1.html			Requested by HabitatMech. Attested by GOLD with 300 upstream assertions across 1 source concept(s): Host-associated > Invertebrates > Nematoda. The habitat is the host clade, and it is the entire content of the concept: GOLD organises host-associated isolates by host and every anatomical path hangs off it. Not grounded to the parent, because every clade would then merge onto one record. Same pattern ENVO already has at plant-, animal- and fungi-associated environment.	Nematoda								
	equid-associated environment	ENVO:01001002	An animal-associated environment which is determined by a horse or other equid.	https://culturebotai.github.io/HabitatMech/pages/habitats/equid-associated-environment-habitatmech-bacdive-09c3544e85.html			Requested by HabitatMech. Attested by BACDIVE with 269 upstream assertions across 1 source concept(s): Equidae-Horse. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence.	Equidae-Horse								
	brown-alga-associated environment	ENVO:01001000	An environmental system determined by an organism which is determined by a brown alga.	https://culturebotai.github.io/HabitatMech/pages/habitats/brown-alga-associated-environment-habitatmech-gold-3e4ecbed63.html			Requested by HabitatMech. Attested by GOLD with 231 upstream assertions across 1 source concept(s): Host-associated > Algae > Brown Algae. Definition drafted from the record's deep-research report under research/habitats/ and read against it. Parented to the organism root rather than to alga-associated environment, which is requested in this same batch and does not exist yet; editors should re-parent it if both are minted. Not parented to plant-associated environment: brown algae are stramenopiles, not green plants.	Brown Algae								
	diatom-associated environment	ENVO:01001000	An environmental system determined by an organism which is determined by a diatom or by a part of a diatom.	https://culturebotai.github.io/HabitatMech/pages/habitats/diatom-associated-environment-habitatmech-gold-1276bea544.html			Requested by HabitatMech. Attested by GOLD with 218 upstream assertions across 1 source concept(s): Host-associated > Algae > Diatoms. Definition curated from the committed alga-associated research report and cross-checked against its green- and brown-alga sibling reports. Diatoms are the 218-assertion GOLD child of Algae; ENVO has no diatom- or general alga-associated environment, plant-associated environment excludes Bacillariophyta, and the Bacillariophyta taxon remains an xref rather than a habitat identity. The GOLD hierarchy separately preserves alga-associated environment as the immediate HabitatMech parent.	Diatoms|diatom host environment								
	leporid-associated environment	ENVO:01001002	An animal-associated environment which is determined by a rabbit or a hare.	https://culturebotai.github.io/HabitatMech/pages/habitats/leporid-associated-environment-habitatmech-bacdive-82dc7d11b9.html			Requested by HabitatMech. Attested by BACDIVE with 217 upstream assertions across 1 source concept(s): Leporidae-Rabbit/Hare. Definition drafted from the record's deep-research report under research/habitats/ and read against it. BacDive's label names both hosts, so the definition keeps both.	Leporidae-Rabbit/Hare								
	chelicerate-associated environment	ENVO:01001002	An animal-associated environment which is determined by a chelicerate or by a part of a chelicerate.	https://culturebotai.github.io/HabitatMech/pages/habitats/chelicerate-associated-environment-habitatmech-gold-44a2cbbd60.html			Requested by HabitatMech. Attested by GOLD with 169 upstream assertions across 1 source concept(s): Host-associated > Arthropoda: Chelicerates. Definition curated from the committed deep-research report. Parented to animal-associated environment rather than the broader organism-determined root; the existing NCBITaxon:6656 reference is deliberately retained only as a broader taxonomic xref because it denotes all arthropods, not this habitat.	Arthropoda: Chelicerates								
	inland saline or alkaline aquatic environment	ENVO:01000317	An aquatic environment which is determined by an inland water body whose water is substantially more saline than fresh water, substantially more alkaline than circumneutral water, or both.	https://culturebotai.github.io/HabitatMech/pages/habitats/inland-saline-or-alkaline-aquatic-environment-habitatmech-gold-ce244e62cd.html			Requested by HabitatMech. Attested by BACDIVE, GOLD with 158 upstream assertions across 1 source concept(s): Non-marine-Saline-and-Alkaline. Definition curated from the committed deep-research report for this record (#110, #185). The “or both” wording preserves GOLD's disjunctive hierarchy instead of claiming every child is simultaneously saline and alkaline. “Inland” is preferred to “non-marine” because marine-derived inland brines can remain geographically inland, while “athalassohaline” is not an exact synonym because it classifies water by ionic composition rather than location. Parent replacement is intentional: GOLD's inherited aquatic-biome edge is false for the node's operated-setting descendants, whereas ENVO's aquatic-environment genus covers both natural and engineered water-determined settings.	Non-marine Saline and Alkaline|Non-marine-Saline-and-Alkaline|continental saline waters|inland saline waters|saline inland waters								
	annelid-associated environment	ENVO:01001002	An animal-associated environment which is determined by an annelid.	https://culturebotai.github.io/HabitatMech/pages/habitats/annelid-associated-environment-habitatmech-gold-6e10201167.html			Requested by HabitatMech. Attested by GOLD with 150 upstream assertions across 1 source concept(s): Host-associated > Annelida. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence.	Annelida								
	reptile-associated environment	ENVO:01001002	An environmental system determined by a reptile.	https://culturebotai.github.io/HabitatMech/pages/habitats/reptile-associated-environment-habitatmech-gold-1b11698aaa.html			Requested by HabitatMech. Attested by GOLD with 133 upstream assertions across 1 source concept(s): Host-associated > Reptilia. The habitat is the host clade, and it is the entire content of the concept: GOLD organises host-associated isolates by host and every anatomical path hangs off it. Not grounded to the parent, because every clade would then merge onto one record. Same pattern ENVO already has at plant-, animal- and fungi-associated environment. kg-microbe maps this to NCBITaxon:8504 Lepidosauria, which is over-narrow — it excludes turtles and crocodilians that Reptilia covers — so the taxon route does not solve it either.	Reptilia								
	green-alga-associated environment	ENVO:01001001	A plant-associated environment which is determined by a green alga or by a part of a green alga.	https://culturebotai.github.io/HabitatMech/pages/habitats/green-alga-associated-environment-habitatmech-gold-184cc9e802.html			Requested by HabitatMech. Attested by GOLD with 108 upstream assertions across 1 source concept(s): Host-associated > Algae > Green algae. Definition curated from the committed deep-research report. Green algae are Viridiplantae, so plant-associated environment is the tightest existing ontology parent even though algae as a whole are polyphyletic; the GOLD hierarchy separately preserves alga-associated environment as the immediate HabitatMech parent, and the FOODON taxon term remains an xref.	Green algae								
	felid-associated environment	ENVO:01001002	An animal-associated environment which is determined by a cat or other felid.	https://culturebotai.github.io/HabitatMech/pages/habitats/felid-associated-environment-habitatmech-bacdive-e6b73de092.html			Requested by HabitatMech. Attested by BACDIVE with 95 upstream assertions across 1 source concept(s): Felidae-Cat. Definition follows the established <clade>-associated environment family for BacDive host buckets, whose naming rule the corpus already fixes: a -inae source label yields -ine (Bovinae-Cow,-Cattle -> bovine) and a -idae source label yields -id (Equidae-Horse -> equid, Leporidae-Rabbit/Hare -> leporid, Suidae-Pig,Swine -> suid). No deep-research run was commissioned: the genus, the wording pattern and the near-miss reasoning are already settled by those five siblings and by NCBITaxon, so a billed report would add nothing this slice turns on. Worded like the equid sibling for the same reason as the canid row: NCBITaxon:9681 'Felidae' is wider than the domestic cat the source label names.	Felidae-Cat								
	insect larva-associated environment	ENVO:01001002	An animal-associated environment which is determined by an insect in its larval stage.	https://culturebotai.github.io/HabitatMech/pages/habitats/insect-larva-associated-environment-habitatmech-gold-1cbfc76870.html			Requested by HabitatMech. Attested by GOLD with 94 upstream assertions across 1 source concept(s): Host-associated > Arthropoda: Insects > Larva. Definition curated from the committed deep-research report. The GOLD path is specifically Arthropoda: Insects > Larva, so this is narrower than a general larva-associated environment; UBERON:0002548 remains an anatomy/life-stage xref rather than a habitat parent.	Larva								
	ascidian-associated environment	ENVO:01001176	An environment associated with an aquatic invertebrate which is determined by an ascidian or by a part of an ascidian.	https://culturebotai.github.io/HabitatMech/pages/habitats/ascidian-associated-environment-habitatmech-gold-34c28836da.html			Requested by HabitatMech. Attested by GOLD with 79 upstream assertions across 1 source concept(s): Host-associated > Tunicates > Ascidians. Definition curated from the committed deep-research report. The aquatic-invertebrate class is a tighter existing genus than animal-associated environment; the GOLD Tunicates > Ascidians hierarchy preserves the broader tunicate-associated HabitatMech parent.	Ascidians|sea squirt-associated environment								
	red-alga-associated environment	ENVO:01001000	An environmental system determined by an organism which is determined by a red alga or by a part of a red alga.	https://culturebotai.github.io/HabitatMech/pages/habitats/red-alga-associated-environment-habitatmech-gold-e789c273d0.html			Requested by HabitatMech. Attested by GOLD with 73 upstream assertions across 1 source concept(s): Host-associated > Algae > Red algae. Definition curated from the committed deep-research report. Parented to the organism-determined root because red algae are not green plants; the GOLD hierarchy separately preserves alga-associated environment as the immediate HabitatMech parent, and the FOODON taxon term remains an xref.	Red algae								
	lichen-associated environment	ENVO:01001041	A fungi-associated environment which is determined by a lichen thallus.	https://culturebotai.github.io/HabitatMech/pages/habitats/lichen-associated-environment-habitatmech-gold-5e1a5d695c.html			Requested by HabitatMech. Attested by GOLD with 66 upstream assertions across 1 source concept(s): Host-associated > Fungi > Lichen. Definition curated from the committed deep-research report. GOLD files the composite lichen thallus under Fungi and the fungal partner supplies its nomenclatural identity, making fungi-associated environment the narrowest defensible existing genus; the FOODON organism term remains an xref.	Lichen								
	amphibian-associated environment	ENVO:01001002	An animal-associated environment which is determined by an amphibian.	https://culturebotai.github.io/HabitatMech/pages/habitats/amphibian-associated-environment-habitatmech-gold-0cd585a031.html			Requested by HabitatMech. Attested by GOLD with 41 upstream assertions across 1 source concept(s): Host-associated > Amphibia. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence.	Amphibia								
	protozoan-associated environment	ENVO:01001000	An environmental system determined by an organism which is determined by a protozoan.	https://culturebotai.github.io/HabitatMech/pages/habitats/protozoan-associated-environment-habitatmech-gold-f3d8c3793f.html			Requested by HabitatMech. Attested by GOLD with 32 upstream assertions across 1 source concept(s): Host-associated > Protozoa. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. Parented to the organism root rather than the animal one: a protozoan is not an animal.	Protozoa								
	tunicate-associated environment	ENVO:01001002	An animal-associated environment which is determined by a tunicate or by a part of a tunicate.	https://culturebotai.github.io/HabitatMech/pages/habitats/tunicate-associated-environment-habitatmech-gold-78c645fff9.html			Requested by HabitatMech. Attested by GOLD with 23 upstream assertions across 1 source concept(s): Host-associated > Tunicates. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence.	Tunicates								
